-23.394, 7.283, 91.934
-23.485, 7.241, 91.795
-23.576, 7.199, 91.657
-23.666, 7.157, 91.518
-23.757, 7.115, 91.379
-23.848, 7.073, 91.24
-23.938, 7.031, 91.101
-24.029, 6.988, 90.961
-24.119, 6.946, 90.822
-24.21, 6.903, 90.682
-24.3, 6.86, 90.542
-24.39, 6.817, 90.401
-24.481, 6.774, 90.261
-24.571, 6.731, 90.12
-24.661, 6.688, 89.979
-24.751, 6.645, 89.838
-24.841, 6.601, 89.696
-24.931, 6.558, 89.554
-25.021, 6.514, 89.412
-25.111, 6.47, 89.27
-25.201, 6.426, 89.128
-25.291, 6.383, 88.985
-25.381, 6.338, 88.842
-25.471, 6.294, 88.699
-25.56, 6.25, 88.556
-25.65, 6.206, 88.413
-25.739, 6.161, 88.269
-25.829, 6.117, 88.125
-25.918, 6.072, 87.981
-26.008, 6.027, 87.836
-26.097, 5.982, 87.691
-26.187, 5.938, 87.546
-26.276, 5.892, 87.401
-26.365, 5.847, 87.256
-26.454, 5.802, 87.11
-26.543, 5.757, 86.964
-26.632, 5.711, 86.818
-26.722, 5.666, 86.672
-26.81, 5.62, 86.525
-26.899, 5.574, 86.378
-26.988, 5.528, 86.231
-27.077, 5.483, 86.084
-27.166, 5.436, 85.936
-27.255, 5.39, 85.788
-27.343, 5.344, 85.64
-27.432, 5.298, 85.491
-27.52, 5.251, 85.343
-27.609, 5.205, 85.194
-27.697, 5.158, 85.045
-27.786, 5.111, 84.895
-27.874, 5.065, 84.745
-27.962, 5.018, 84.595
-28.051, 4.971, 84.445
-28.139, 4.923, 84.295
-28.227, 4.876, 84.144
-28.315, 4.829, 83.993
-28.403, 4.782, 83.841
-28.491, 4.734, 83.69
-28.579, 4.686, 83.538
-28.667, 4.639, 83.386
-28.755, 4.591, 83.233
-28.843, 4.543, 83.081
-28.93, 4.495, 82.928
-29.018, 4.447, 82.774
-29.106, 4.399, 82.621
-29.193, 4.35, 82.467
-29.281, 4.302, 82.313
-29.368, 4.254, 82.158
-29.456, 4.205, 82.004
-29.543, 4.156, 81.849
-29.63, 4.108, 81.693
-29.718, 4.059, 81.538
-29.805, 4.01, 81.382
-29.892, 3.961, 81.226
-29.979, 3.912, 81.069
-30.066, 3.862, 80.912
-30.153, 3.813, 80.755
-30.24, 3.764, 80.598
-30.327, 3.714, 80.44
-30.414, 3.664, 80.282
-30.5, 3.615, 80.124
-30.587, 3.565, 79.965
-30.674, 3.515, 79.806
-30.76, 3.465, 79.647
-30.847, 3.415, 79.487
-30.933, 3.365, 79.327
-31.02, 3.314, 79.167
-31.106, 3.264, 79.006
-31.192, 3.213, 78.845
-31.279, 3.163, 78.684
-31.365, 3.112, 78.523
-31.451, 3.061, 78.361
-31.537, 3.01, 78.198
-31.623, 2.959, 78.036
-31.709, 2.908, 77.873
-31.795, 2.857, 77.71
-31.881, 2.806, 77.546
-31.967, 2.754, 77.382
-32.052, 2.703, 77.218
-32.138, 2.651, 77.053
-32.224, 2.6, 76.888
-32.309, 2.548, 76.723
-32.395, 2.496, 76.557
-32.48, 2.444, 76.391
-32.565, 2.392, 76.225
-32.651, 2.34, 76.058
-32.736, 2.287, 75.891
-32.821, 2.235, 75.723
-32.906, 2.183, 75.555
-32.991, 2.13, 75.387
-33.076, 2.077, 75.218
-33.161, 2.025, 75.049
-33.246, 1.972, 74.88
-33.331, 1.919, 74.71
-33.416, 1.866, 74.54
-33.5, 1.812, 74.369
-33.585, 1.759, 74.198
-33.67, 1.706, 74.027
-33.754, 1.652, 73.855
-33.838, 1.599, 73.683
-33.923, 1.545, 73.51
-34.007, 1.491, 73.337
-34.091, 1.437, 73.164
-34.175, 1.383, 72.99
-34.259, 1.329, 72.816
-34.344, 1.275, 72.642
-34.427, 1.22, 72.466
-34.511, 1.166, 72.291
-34.595, 1.111, 72.115
-34.679, 1.057, 71.939
-34.763, 1.002, 71.762
-34.846, 0.947, 71.585
-34.93, 0.892, 71.407
-35.013, 0.837, 71.229
-35.097, 0.782, 71.051
-35.18, 0.726, 70.872
-35.263, 0.671, 70.692
-35.346, 0.616, 70.512
-35.429, 0.56, 70.332
-35.512, 0.504, 70.151
-35.595, 0.448, 69.97
-35.678, 0.392, 69.788
-35.761, 0.336, 69.606
-35.844, 0.28, 69.423
-35.926, 0.224, 69.24
-36.009, 0.167, 69.056
-36.091, 0.111, 68.872
-36.174, 0.054, 68.688
-36.256, -0.003, 68.502
-36.338, -0.06, 68.317
-36.42, -0.117, 68.131
-36.503, -0.174, 67.944
-36.585, -0.231, 67.757
-36.666, -0.288, 67.569
-36.748, -0.346, 67.381
-36.83, -0.403, 67.192
-36.912, -0.461, 67.003
-36.993, -0.519, 66.813
-37.075, -0.577, 66.623
-37.156, -0.635, 66.432
-37.238, -0.693, 66.24
-37.319, -0.751, 66.048
-37.4, -0.81, 65.856
-37.481, -0.868, 65.663
-37.562, -0.927, 65.469
-37.643, -0.986, 65.275
-37.724, -1.045, 65.08
-37.804, -1.104, 64.884
-37.885, -1.163, 64.688
-37.965, -1.222, 64.492
-38.046, -1.282, 64.295
-38.126, -1.341, 64.097
-38.206, -1.401, 63.898
-38.286, -1.461, 63.699
-38.366, -1.521, 63.5
-38.446, -1.581, 63.299
-38.526, -1.641, 63.098
-38.606, -1.702, 62.897
-38.686, -1.762, 62.694
-38.765, -1.823, 62.492
-38.844, -1.884, 62.288
-38.924, -1.945, 62.084
-39.003, -2.006, 61.879
-39.082, -2.067, 61.673
-39.161, -2.128, 61.467
-39.24, -2.19, 61.26
-39.319, -2.251, 61.052
-39.397, -2.313, 60.844
-39.476, -2.375, 60.635
-39.554, -2.437, 60.425
-39.632, -2.499, 60.215
-39.711, -2.562, 60.003
-39.789, -2.624, 59.791
-39.866, -2.687, 59.578
-39.944, -2.75, 59.365
-40.022, -2.813, 59.151
-40.1, -2.876, 58.935
-40.177, -2.939, 58.72
-40.254, -3.003, 58.503
-40.331, -3.066, 58.285
-40.408, -3.13, 58.067
-40.485, -3.194, 57.848
-40.562, -3.258, 57.628
-40.639, -3.322, 57.407
-40.715, -3.387, 57.186
-40.792, -3.451, 56.963
-40.868, -3.516, 56.74
-40.944, -3.581, 56.515
-41.02, -3.646, 56.29
-41.095, -3.711, 56.064
-41.171, -3.777, 55.837
-41.247, -3.843, 55.609
-41.322, -3.908, 55.38
-41.397, -3.974, 55.151
-41.472, -4.04, 54.92
-41.547, -4.107, 54.688
-41.621, -4.173, 54.455
-41.696, -4.24, 54.222
-41.77, -4.307, 53.987
-41.844, -4.374, 53.751
-41.918, -4.441, 53.514
-41.992, -4.509, 53.277
-42.066, -4.577, 53.038
-42.139, -4.644, 52.798
-42.212, -4.712, 52.557
-42.286, -4.781, 52.314
-42.358, -4.849, 52.071
-42.431, -4.918, 51.827
-42.504, -4.987, 51.581
-42.576, -5.056, 51.334
-42.648, -5.125, 51.086
-42.72, -5.195, 50.837
-42.791, -5.265, 50.586
-42.863, -5.335, 50.335
-42.934, -5.405, 50.082
-43.005, -5.475, 49.828
-43.076, -5.546, 49.572
-43.146, -5.617, 49.315
-43.217, -5.688, 49.057
-43.287, -5.759, 48.797
-43.356, -5.831, 48.536
-43.426, -5.903, 48.274
-43.495, -5.975, 48.01
-43.564, -6.047, 47.745
-43.633, -6.12, 47.478
-43.702, -6.193, 47.21
-43.77, -6.266, 46.94
-43.838, -6.339, 46.669
-43.905, -6.413, 46.396
-43.973, -6.487, 46.121
-44.04, -6.561, 45.845
-44.107, -6.635, 45.567
-44.173, -6.71, 45.288
-44.239, -6.785, 45.007
-44.305, -6.86, 44.723
-44.37, -6.936, 44.439
-44.436, -7.012, 44.152
-44.5, -7.088, 43.863
-44.565, -7.164, 43.573
-44.629, -7.241, 43.28
-44.692, -7.318, 42.986
-44.756, -7.396, 42.689
-44.819, -7.474, 42.391
-44.881, -7.552, 42.09
-44.943, -7.63, 41.787
-45.005, -7.709, 41.482
-45.066, -7.788, 41.175
-45.127, -7.867, 40.866
-45.187, -7.947, 40.554
-45.247, -8.027, 40.239
-45.306, -8.108, 39.922
-45.365, -8.189, 39.603
-45.423, -8.27, 39.281
